Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-07-27 00:00:00+05:30,237.56210536562858,237.74260714745864,232.91373687875057,233.27479553222656,6788558,0.0,0.0
2015-07-28 00:00:00+05:30,234.89946186280136,238.1939156652478,233.18454334665614,233.95175170898438,10788886,0.0,0.0
2015-07-29 00:00:00+05:30,234.67379706172048,235.3056221486958,227.72384505707566,228.897216796875,9997136,0.0,0.0
2015-07-30 00:00:00+05:30,228.89723066716104,234.22251549111792,228.89723066716104,231.78550720214844,10536937,0.0,0.0
2015-07-31 00:00:00+05:30,232.86862512569218,247.08444235720248,232.4624479011141,243.74484252929688,20534806,0.0,0.0
2015-08-03 00:00:00+05:30,243.69971440193035,255.4334043546159,243.60944973946664,253.67333984375,21901780,0.0,0.0
2015-08-04 00:00:00+05:30,254.98210132449034,261.70641908534674,249.4762876099182,260.4879150390625,28858887,0.0,0.0
2015-08-05 00:00:00+05:30,260.93923986634366,263.3762206855232,256.56166505043257,257.5996398925781,10169558,0.0,0.0
2015-08-06 00:00:00+05:30,257.7801190485239,262.47357797818347,254.53078437727984,260.89404296875,15372143,0.0,0.0
2015-08-07 00:00:00+05:30,260.3976568617687,260.3976568617687,252.90615816759075,253.89898681640625,13845614,0.0,0.0
2015-08-10 00:00:00+05:30,254.57595378272137,258.14120167699355,252.81591666186975,255.20777893066406,14694901,0.0,0.0
2015-08-11 00:00:00+05:30,257.96066465123755,261.2551459810508,241.44324962040355,242.61660766601562,39233644,0.0,0.0
2015-08-12 00:00:00+05:30,241.39810452353393,241.39810452353393,230.20596180700883,231.37933349609375,29724325,0.0,0.0
2015-08-13 00:00:00+05:30,234.44815414249368,237.2461934448987,233.00400215948707,234.04197692871094,16360033,0.0,0.0
2015-08-14 00:00:00+05:30,236.38871560331773,243.15815206128738,233.99685356381664,242.3458251953125,14852873,0.0,0.0
2015-08-17 00:00:00+05:30,245.50494477491065,254.4405971823678,244.4218237064679,252.50003051757812,27500063,0.0,0.0
2015-08-18 00:00:00+05:30,253.44767848624042,259.9463482094389,248.7090731803392,257.05804443359375,27728824,0.0,0.0
2015-08-19 00:00:00+05:30,256.2457406754428,258.09606991699906,248.7090955728015,250.9204559326172,15452575,0.0,0.0
2015-08-20 00:00:00+05:30,250.60454208411693,254.2149083379343,241.89453900576422,244.19613647460938,14577599,0.0,0.0
2015-08-21 00:00:00+05:30,236.02768805673188,242.70685995356223,231.24396390566758,241.4432373046875,19030056,0.0,0.0
2015-08-24 00:00:00+05:30,229.89006042212057,232.59784879029417,218.7881818251786,221.49595642089844,29561705,0.0,0.0
2015-08-25 00:00:00+05:30,225.6478826872284,229.98032478931393,216.62196737973923,228.67156982421875,23492839,0.0,0.0
2015-08-26 00:00:00+05:30,227.90436412551207,228.62644011287577,221.13492756732856,221.76673889160156,16325529,0.0,0.0
2015-08-27 00:00:00+05:30,226.68587697907233,227.45308535532425,223.93298359095002,225.15147399902344,21076926,0.0,0.0
2015-08-28 00:00:00+05:30,229.70956627711345,230.97318903055955,223.3462926296808,224.70018005371094,16644381,0.0,0.0
2015-08-31 00:00:00+05:30,224.74531314291565,226.86640895666017,221.13494666672423,223.25604248046875,21645114,0.0,0.0
2015-09-01 00:00:00+05:30,220.99954805483685,220.99954805483685,214.546010164234,215.8096466064453,19689080,0.0,0.0
2015-09-02 00:00:00+05:30,219.01383295501333,219.32974550484553,207.68632007961926,208.0924835205078,23655457,0.0,0.0
2015-09-03 00:00:00+05:30,209.98793849385714,212.47006549152664,208.49866780423758,209.6269073486328,14680299,0.0,0.0
2015-09-04 00:00:00+05:30,209.31098382172556,209.31098382172556,202.18051578300327,203.21849060058594,20466346,0.0,0.0
2015-09-07 00:00:00+05:30,204.97855301170955,205.33958413417244,198.7055305223943,199.56300354003906,15424783,0.0,0.0
2015-09-08 00:00:00+05:30,201.2779406228312,207.8217301722282,199.6081405391752,206.1068115234375,16189253,0.0,0.0
2015-09-09 00:00:00+05:30,211.16127505863008,211.65770312962943,206.78371462197953,209.08531188964844,18237115,0.0,0.0
2015-09-10 00:00:00+05:30,205.20419795944667,207.41554454079764,202.27077537108508,205.29444885253906,14195882,0.0,0.0
2015-09-11 00:00:00+05:30,208.40837199703103,210.57459986212461,205.7908621540529,207.68630981445312,13650937,0.0,0.0
2015-09-14 00:00:00+05:30,208.99509991908707,213.0116300187633,207.59608010303202,212.33468627929688,10671222,0.0,0.0
2015-09-15 00:00:00+05:30,212.289556105978,215.22297900689858,209.98794461384145,210.21359252929688,13193410,0.0,0.0
2015-09-16 00:00:00+05:30,213.37264345993842,214.59114759881885,212.10902076013642,213.7336883544922,11272509,0.0,0.0
2015-09-18 00:00:00+05:30,216.62197144563532,222.44368417374596,216.17067567179024,218.42715454101562,16049395,0.0,0.0
2015-09-21 00:00:00+05:30,216.21582620274216,222.03753942087155,214.13986271382836,221.360595703125,9602436,0.0,0.0
2015-09-22 00:00:00+05:30,223.79756753902242,224.24886330488957,213.23724937222218,214.7716522216797,13667322,0.0,0.0
2015-09-23 00:00:00+05:30,212.10902797349164,218.33690456245472,210.84540523071664,216.48660278320312,13614082,0.0,0.0
2015-09-24 00:00:00+05:30,216.12554221661645,217.9307253026144,214.86191956539943,215.76451110839844,9299508,0.0,0.0
2015-09-28 00:00:00+05:30,217.52455365094173,219.9164156406118,215.40345809598645,216.1255340576172,8588230,0.0,0.0
2015-09-29 00:00:00+05:30,213.01159907697885,221.49595387021603,209.58174854074016,218.33688354492188,24488685,0.0,0.0
2015-09-30 00:00:00+05:30,220.99955735804608,221.49597171691292,212.74083600729963,214.04959106445312,17011911,0.0,0.0
2015-10-01 00:00:00+05:30,217.70509737340635,218.3369087569316,211.56747156389994,212.24441528320312,11590498,0.0,0.0
2015-10-05 00:00:00+05:30,214.90706027023262,217.8404828992711,214.13985191980998,216.62197875976562,18307463,0.0,0.0
