Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-07-27 00:00:00+05:30,728.3959082052495,731.2197462915941,715.632593789197,720.8875122070312,1698575,0.0,0.0
2015-07-28 00:00:00+05:30,728.7512839196941,731.2010834957055,698.8954715916362,701.1115112304688,2594915,0.0,0.0
2015-07-29 00:00:00+05:30,704.0848869361233,707.7315645571371,685.9450941125732,694.2388916015625,2177750,0.0,0.0
2015-07-30 00:00:00+05:30,699.222789321462,735.6893435186877,695.8566686852241,731.7808837890625,6650085,0.0,0.0
2015-07-31 00:00:00+05:30,741.8604854291268,765.5169772969006,739.8127463009708,762.2630004882812,3523830,0.0,0.0
2015-08-03 00:00:00+05:30,764.8811035538138,778.6354993955633,756.3815685711261,774.942138671875,1823225,0.0,0.0
2015-08-04 00:00:00+05:30,776.2605519145475,784.488889236031,769.2757762090768,778.2802124023438,2000230,0.0,0.0
2015-08-05 00:00:00+05:30,780.4028020862448,787.3033993923858,774.240922641813,783.8998413085938,1442725,0.0,0.0
2015-08-06 00:00:00+05:30,789.5475840075796,809.0898804483132,789.5475840075796,797.8881225585938,2328085,0.0,0.0
2015-08-07 00:00:00+05:30,796.2797838990274,799.4589416999871,791.0435844189346,796.4387817382812,1073790,0.0,0.0
2015-08-10 00:00:00+05:30,796.0928163969088,807.556355078902,793.5214572445549,796.5977172851562,1460555,0.0,0.0
2015-08-11 00:00:00+05:30,800.580990412827,805.4432081931477,782.6188575029263,789.8934936523438,1371000,0.0,0.0
2015-08-12 00:00:00+05:30,790.7069656654147,801.4879434579951,786.1813485206089,799.4589233398438,1430370,0.0,0.0
2015-08-13 00:00:00+05:30,803.0121489425474,807.491025998638,794.2414712700942,802.5913696289062,1165870,0.0,0.0
2015-08-14 00:00:00+05:30,806.565209330182,811.2311052966686,790.6695346876003,796.2330322265625,1352505,0.0,0.0
2015-08-17 00:00:00+05:30,788.9865745574655,790.7725325410167,777.8315565532821,781.9644165039062,1080150,0.0,0.0
2015-08-18 00:00:00+05:30,786.2749550266516,789.9215758392645,777.7941375764311,783.8157958984375,2100885,0.0,0.0
2015-08-19 00:00:00+05:30,791.0435626828869,798.2901201424525,784.8816261321471,791.2866821289062,2782205,0.0,0.0
2015-08-20 00:00:00+05:30,794.9707413934515,809.3142180178138,794.9707413934515,803.311279296875,3407185,0.0,0.0
2015-08-21 00:00:00+05:30,806.5558945622364,806.5558945622364,787.5278030236234,793.6710205078125,2078250,0.0,0.0
2015-08-24 00:00:00+05:30,776.0830103762404,785.1622671031784,752.5574348352848,756.1199340820312,2007385,0.0,0.0
2015-08-25 00:00:00+05:30,762.2442933052367,776.0828679706559,735.3151642403126,767.7329711914062,2271915,0.0,0.0
2015-08-26 00:00:00+05:30,767.667580295377,772.342778713741,742.6085281870044,759.4766235351562,2203760,0.0,0.0
2015-08-27 00:00:00+05:30,770.8467514821433,784.3112889195131,764.0022540299386,772.3615112304688,3239700,0.0,0.0
2015-08-28 00:00:00+05:30,791.0435528876202,792.7453319183902,777.7192377237329,781.8334350585938,1473675,0.0,0.0
2015-08-31 00:00:00+05:30,785.358489092053,807.8275193394858,781.842730866762,804.6296997070312,2316040,0.0,0.0
2015-09-01 00:00:00+05:30,805.0411992080514,805.9014769253491,786.3684815639456,794.6155395507812,2487615,0.0,0.0
2015-09-02 00:00:00+05:30,794.7650251304975,800.8615022307553,781.1882875081859,785.46142578125,1677550,0.0,0.0
2015-09-03 00:00:00+05:30,791.9692285767683,796.5509457162335,784.5356519024605,787.15380859375,1048115,0.0,0.0
2015-09-04 00:00:00+05:30,785.433373550559,785.433373550559,752.7069829859524,757.9151611328125,1829070,0.0,0.0
