Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-07-27 00:00:00+05:30,602.106357943805,611.6925850225161,598.5000994694925,600.7140502929688,900076,0.0,0.0
2015-07-28 00:00:00+05:30,602.5628355540097,611.4643319883303,596.4231077387158,599.8239135742188,1242534,0.0,0.0
2015-07-29 00:00:00+05:30,604.3431494395834,605.7582479925278,593.4330990130264,600.531494140625,1372156,0.0,0.0
2015-07-30 00:00:00+05:30,605.1420251802642,613.2903072883317,598.5457543510569,601.5357666015625,1368146,0.0,0.0
2015-07-31 00:00:00+05:30,606.488652313366,630.8650706751852,603.9323361094572,622.4656982421875,2508732,0.0,0.0
2015-08-03 00:00:00+05:30,618.0834388298549,618.0834388298549,608.0407241664452,610.7340087890625,831716,0.0,0.0
2015-08-04 00:00:00+05:30,612.2860766134219,625.3415945477221,610.2546758925453,622.7852783203125,1124208,0.0,0.0
2015-08-05 00:00:00+05:30,623.5612367667673,634.4940780356092,616.0976855241072,633.0789794921875,1282268,0.0,0.0
2015-08-06 00:00:00+05:30,632.9191811097971,642.4825607996589,627.0761256301994,637.826416015625,1255418,0.0,0.0
2015-08-07 00:00:00+05:30,636.7993973837637,658.2771341153957,632.234527151622,634.6539306640625,4958870,0.0,0.0
2015-08-10 00:00:00+05:30,629.9520723404661,636.7765308347497,617.1704360900798,620.6853637695312,1431622,0.0,0.0
2015-08-11 00:00:00+05:30,622.1462050124552,624.9079182016486,609.4102053073951,611.4872436523438,1486050,0.0,0.0
2015-08-12 00:00:00+05:30,611.2361783368883,611.4644218687542,591.1507475326889,593.1593017578125,1515180,0.0,0.0
2015-08-13 00:00:00+05:30,594.8482332926279,615.3445119342505,593.88962168135,611.510009765625,1535240,0.0,0.0
2015-08-14 00:00:00+05:30,615.3445100247525,630.7737937673008,613.9750489490297,629.1076049804688,1466162,0.0,0.0
2015-08-17 00:00:00+05:30,629.9065182497279,629.9065182497279,614.0663835064315,616.7368774414062,790168,0.0,0.0
2015-08-18 00:00:00+05:30,618.1290363678787,626.1860430731724,616.7595753660784,623.0819091796875,844484,0.0,0.0
2015-08-19 00:00:00+05:30,624.017796665089,632.097595151814,615.6640613698512,623.4015502929688,1065202,0.0,0.0
2015-08-20 00:00:00+05:30,625.3871871853929,627.7608972853055,606.0549739671013,609.2960205078125,1406780,0.0,0.0
2015-08-21 00:00:00+05:30,603.9322700175925,607.0364037477513,587.9552258372329,603.5899047851562,1548770,0.0,0.0
2015-08-24 00:00:00+05:30,586.5400975379825,592.5200654825118,559.1965178860377,567.5274047851562,2079760,0.0,0.0
2015-08-25 00:00:00+05:30,570.6087790509205,581.5416209681307,559.6530904931428,571.0424194335938,2133382,0.0,0.0
2015-08-26 00:00:00+05:30,572.9597072483751,576.0866322613508,550.1125090915522,554.8599853515625,2001506,0.0,0.0
2015-08-27 00:00:00+05:30,569.1023483673591,569.2393167634438,554.6317320509897,561.5703125,4865668,0.0,0.0
2015-08-28 00:00:00+05:30,564.4918673383742,569.2621903812079,556.4577065104895,563.2821655273438,3995432,0.0,0.0
